행정구역(시군구)별,항목,단위,2000.01 월,2001.01 월,2002.01 월,2003.01 월,2004.01 월,2005.01 월,2006.01 월,2007.01 월,2008.01 월,2009.01 월,2010.01 월,2011.01 월,2012.01 월,2013.01 월,2014.01 월,2015.01 월,2016.01 월,2017.01 월,2018.01 월,2019.01 월,2020.01 월,2021.01 월,2022.01 월
전국,총전입[명],명,644021.0,567295.0,771528.0,670655.0,658070.0,661039.0,680685.0,870481.0,780030.0,582164.0,631545.0,640249.0,582501,609016,580370,615130,595130,577151,662283,667227,647272,633309,552315
전국,총전출[명],명,644021.0,567295.0,771528.0,670655.0,658070.0,661039.0,680685.0,870481.0,780030.0,582164.0,631545.0,640249.0,582501,609016,580370,615130,595130,577151,662283,667227,647272,633309,552315
전국,순이동[명],명,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
전국,시도내이동-시군구내[명],명,224813.0,193849.0,268373.0,230140.0,219453.0,232886.0,244380.0,316180.0,281595.0,198107.0,221718.0,235393.0,200726,213184,210007,217333,214346,202360,233888,234956,227111,221633,192710
전국,시도내이동-시군구간 전입[명],명,203823.0,178698.0,235213.0,212099.0,203489.0,203504.0,205760.0,266444.0,239310.0,179891.0,190804.0,189114.0,171874,176991,167383,172156,167537,166402,190997,193445,188199,187981,162185
전국,시도내이동-시군구간 전출[명],명,203823.0,178698.0,235213.0,212099.0,203489.0,203504.0,205760.0,266444.0,239310.0,179891.0,190804.0,189114.0,171874,176991,167383,172156,167537,166402,190997,193445,188199,187981,162185
전국,시도간전입[명],명,215385.0,194748.0,267942.0,228416.0,235128.0,224649.0,230545.0,287857.0,259125.0,204166.0,219023.0,215742.0,209901,218841,202980,225641,213247,208389,237398,238826,231962,223695,197420
전국,시도간전출[명],명,215385.0,194748.0,267942.0,228416.0,235128.0,224649.0,230545.0,287857.0,259125.0,204166.0,219023.0,215742.0,209901,218841,202980,225641,213247,208389,237398,238826,231962,223695,197420
서울특별시,총전입[명],명,136239.0,120896.0,170308.0,139391.0,137044.0,129452.0,138523.0,198718.0,159479.0,121521.0,121063.0,124125.0,111997,118477,111094,116958,113095,114655,119120,128937,131105,114415,100675
서울특별시,총전출[명],명,135267.0,120488.0,164737.0,137834.0,129615.0,128063.0,136209.0,197061.0,157137.0,118091.0,125187.0,128449.0,115378,123006,115366,120013,119949,117173,126275,129031,127159,124855,103083
서울특별시,순이동[명],명,972.0,408.0,5571.0,1557.0,7429.0,1389.0,2314.0,1657.0,2342.0,3430.0,-4124.0,-4324.0,-3381,-4529,-4272,-3055,-6854,-2518,-7155,-94,3946,-10440,-2408
서울특별시,시도내이동-시군구내[명],명,35898.0,32414.0,46116.0,38095.0,36273.0,34748.0,36857.0,58214.0,44897.0,30280.0,29888.0,33165.0,28795,30191,29855,31048,31903,31151,30349,32640,31948,29163,23554
서울특별시,시도내이동-시군구간 전입[명],명,53139.0,46622.0,63539.0,52952.0,49410.0,48596.0,52238.0,75551.0,59290.0,46584.0,47135.0,48063.0,43023,45643,41756,42995,41674,42425,44471,47867,49533,46108,39186
서울특별시,시도내이동-시군구간 전출[명],명,53139.0,46622.0,63539.0,52952.0,49410.0,48596.0,52238.0,75551.0,59290.0,46584.0,47135.0,48063.0,43023,45643,41756,42995,41674,42425,44471,47867,49533,46108,39186
서울특별시,시도간전입[명],명,47202.0,41860.0,60653.0,48344.0,51361.0,46108.0,49428.0,64953.0,55292.0,44657.0,44040.0,42897.0,40179,42643,39483,42915,39518,41079,44300,48430,49624,39144,37935
서울특별시,시도간전출[명],명,46230.0,41452.0,55082.0,46787.0,43932.0,44719.0,47114.0,63296.0,52950.0,41227.0,48164.0,47221.0,43560,47172,43755,45970,46372,43597,51455,48524,45678,49584,40343
부산광역시,총전입[명],명,44752.0,41356.0,48814.0,48834.0,42390.0,45841.0,42388.0,51144.0,48901.0,35783.0,39712.0,42463.0,36197,39348,38460,42779,41272,37605,35923,36919,39722,42765,38434
부산광역시,총전출[명],명,48043.0,42780.0,52174.0,50310.0,42041.0,46095.0,44789.0,53654.0,50671.0,36874.0,42116.0,44435.0,38111,40048,39924,44777,42010,39613,38872,39477,41100,44537,39047
부산광역시,순이동[명],명,-3291.0,-1424.0,-3360.0,-1476.0,349.0,-254.0,-2401.0,-2510.0,-1770.0,-1091.0,-2404.0,-1972.0,-1914,-700,-1464,-1998,-738,-2008,-2949,-2558,-1378,-1772,-613
부산광역시,시도내이동-시군구내[명],명,12630.0,11552.0,14462.0,14715.0,11851.0,14561.0,12307.0,15155.0,15046.0,9616.0,11597.0,12970.0,10630,11450,11133,12496,11776,11298,10165,10307,11284,12954,10810
부산광역시,시도내이동-시군구간 전입[명],명,21282.0,19799.0,21995.0,21884.0,18062.0,19058.0,19194.0,22519.0,20250.0,15712.0,17234.0,18410.0,14808,16501,16758,18418,18363,15973,14851,15837,16865,18602,17343
부산광역시,시도내이동-시군구간 전출[명],명,21282.0,19799.0,21995.0,21884.0,18062.0,19058.0,19194.0,22519.0,20250.0,15712.0,17234.0,18410.0,14808,16501,16758,18418,18363,15973,14851,15837,16865,18602,17343
부산광역시,시도간전입[명],명,10840.0,10005.0,12357.0,12235.0,12477.0,12222.0,10887.0,13470.0,13605.0,10455.0,10881.0,11083.0,10759,11397,10569,11865,11133,10334,10907,10775,11573,11209,10281
부산광역시,시도간전출[명],명,14131.0,11429.0,15717.0,13711.0,12128.0,12476.0,13288.0,15980.0,15375.0,11546.0,13285.0,13055.0,12673,12097,12033,13863,11871,12342,13856,13333,12951,12981,10894
대구광역시,총전입[명],명,38753.0,30931.0,39995.0,41981.0,40903.0,34261.0,34507.0,39252.0,35917.0,30547.0,29281.0,28708.0,26558,27304,28927,27783,24526,26169,28490,31522,27781,29456,23172
대구광역시,총전출[명],명,37597.0,30677.0,39248.0,38413.0,38143.0,34578.0,36675.0,39629.0,35941.0,30331.0,29373.0,28997.0,25981,28628,29203,29003,25013,26266,29154,32735,29106,31595,24337
대구광역시,순이동[명],명,1156.0,254.0,747.0,3568.0,2760.0,-317.0,-2168.0,-377.0,-24.0,216.0,-92.0,-289.0,577,-1324,-276,-1220,-487,-97,-664,-1213,-1325,-2139,-1165
대구광역시,시도내이동-시군구내[명],명,12313.0,9854.0,12796.0,13864.0,13534.0,11580.0,12348.0,13062.0,11790.0,9719.0,9618.0,9853.0,8034,8971,9697,9227,7328,7871,8540,10222,8946,9952,7356
대구광역시,시도내이동-시군구간 전입[명],명,16334.0,12275.0,15183.0,15812.0,15472.0,13015.0,12979.0,14551.0,13536.0,11961.0,10460.0,10139.0,9106,9702,10449,9389,8900,9966,10805,12317,10078,11099,8431
대구광역시,시도내이동-시군구간 전출[명],명,16334.0,12275.0,15183.0,15812.0,15472.0,13015.0,12979.0,14551.0,13536.0,11961.0,10460.0,10139.0,9106,9702,10449,9389,8900,9966,10805,12317,10078,11099,8431
대구광역시,시도간전입[명],명,10106.0,8802.0,12016.0,12305.0,11897.0,9666.0,9180.0,11639.0,10591.0,8867.0,9203.0,8716.0,9418,8631,8781,9167,8298,8332,9145,8983,8757,8405,7385
대구광역시,시도간전출[명],명,8950.0,8548.0,11269.0,8737.0,9137.0,9983.0,11348.0,12016.0,10615.0,8651.0,9295.0,9005.0,8841,9955,9057,10387,8785,8429,9809,10196,10082,10544,8550
인천광역시,총전입[명],명,29799.0,26320.0,36925.0,31793.0,28441.0,33612.0,32817.0,44615.0,45047.0,27323.0,30737.0,35617.0,30485,34637,31651,32456,30828,29578,42813,37979,31221,33855,28815
인천광역시,총전출[명],명,29446.0,25865.0,35216.0,31702.0,27807.0,32323.0,32390.0,43035.0,43246.0,28041.0,29700.0,33960.0,28701,33008,30438,31147,30282,29383,40930,37061,32134,34324,27889
인천광역시,순이동[명],명,353.0,455.0,1709.0,91.0,634.0,1289.0,427.0,1580.0,1801.0,-718.0,1037.0,1657.0,1784,1629,1213,1309,546,195,1883,918,-913,-469,926
인천광역시,시도내이동-시군구내[명],명,8268.0,7355.0,10599.0,8943.0,7834.0,9965.0,10048.0,14174.0,14943.0,7895.0,8989.0,10664.0,8596,10567,9852,10019,9894,9453,14582,11988,9729,11189,8912
인천광역시,시도내이동-시군구간 전입[명],명,10313.0,8581.0,11706.0,10515.0,8857.0,10984.0,10457.0,13681.0,14739.0,9069.0,9505.0,11881.0,9243,10443,9409,9075,8648,8322,13212,11463,9191,10242,8186
인천광역시,시도내이동-시군구간 전출[명],명,10313.0,8581.0,11706.0,10515.0,8857.0,10984.0,10457.0,13681.0,14739.0,9069.0,9505.0,11881.0,9243,10443,9409,9075,8648,8322,13212,11463,9191,10242,8186
인천광역시,시도간전입[명],명,11218.0,10384.0,14620.0,12335.0,11750.0,12663.0,12312.0,16760.0,15365.0,10359.0,12243.0,13072.0,12646,13627,12390,13362,12286,11803,15019,14528,12301,12424,11717
인천광역시,시도간전출[명],명,10865.0,9929.0,12911.0,12244.0,11116.0,11374.0,11885.0,15180.0,13564.0,11077.0,11206.0,11415.0,10862,11998,11177,12053,11740,11608,13136,13610,13214,12893,10791
광주광역시,총전입[명],명,24092.0,22634.0,26942.0,22488.0,24773.0,24181.0,25269.0,29211.0,29740.0,22022.0,24741.0,21683.0,19232,18826,19571,20383,17078,17484,20458,19967,19502,20620,14985
광주광역시,총전출[명],명,22905.0,21152.0,24679.0,22520.0,21617.0,24162.0,24394.0,28964.0,29243.0,21707.0,24034.0,20722.0,18033,18535,19498,19891,16925,17358,20319,19465,19282,21594,14907
광주광역시,순이동[명],명,1187.0,1482.0,2263.0,-32.0,3156.0,19.0,875.0,247.0,497.0,315.0,707.0,961.0,1199,291,73,492,153,126,139,502,220,-974,78
광주광역시,시도내이동-시군구내[명],명,6940.0,6767.0,8052.0,6872.0,6974.0,7640.0,8048.0,8766.0,8590.0,6129.0,7151.0,6436.0,5660,5536,6799,6369,5468,5682,6876,6307,6338,7568,4727
광주광역시,시도내이동-시군구간 전입[명],명,8257.0,7522.0,8466.0,7697.0,7535.0,8281.0,8529.0,10699.0,11426.0,8727.0,9653.0,7682.0,6081,5872,6267,6426,5034,5322,6319,5940,6166,6796,4996
광주광역시,시도내이동-시군구간 전출[명],명,8257.0,7522.0,8466.0,7697.0,7535.0,8281.0,8529.0,10699.0,11426.0,8727.0,9653.0,7682.0,6081,5872,6267,6426,5034,5322,6319,5940,6166,6796,4996
광주광역시,시도간전입[명],명,8895.0,8345.0,10424.0,7919.0,10264.0,8260.0,8692.0,9746.0,9724.0,7166.0,7937.0,7565.0,7491,7418,6505,7588,6576,6480,7263,7720,6998,6256,5262
광주광역시,시도간전출[명],명,7708.0,6863.0,8161.0,7951.0,7108.0,8241.0,7817.0,9499.0,9227.0,6851.0,7230.0,6604.0,6292,7127,6432,7096,6423,6354,7124,7218,6778,7230,5184
대전광역시,총전입[명],명,24661.0,22180.0,26272.0,23585.0,20705.0,21961.0,23189.0,25847.0,25170.0,18471.0,19378.0,21019.0,22823,20176,18486,19703,18658,18367,20467,20825,20717,20609,20084
대전광역시,총전출[명],명,22953.0,20958.0,23979.0,21726.0,18780.0,20042.0,22775.0,25829.0,25592.0,18521.0,19920.0,20836.0,21683,19570,18448,20806,19819,18700,21511,22133,21431,21146,20938
대전광역시,순이동[명],명,1708.0,1222.0,2293.0,1859.0,1925.0,1919.0,414.0,18.0,-422.0,-50.0,-542.0,183.0,1140,606,38,-1103,-1161,-333,-1044,-1308,-714,-537,-854
대전광역시,시도내이동-시군구내[명],명,6401.0,5544.0,6278.0,6193.0,5012.0,5301.0,6013.0,7144.0,6940.0,4790.0,5271.0,6047.0,6257,5381,4882,5287,4949,4913,5628,5981,5903,5938,5708
대전광역시,시도내이동-시군구간 전입[명],명,9242.0,8733.0,9276.0,7526.0,6038.0,7026.0,8111.0,8719.0,8447.0,6091.0,6290.0,6794.0,7722,5929,5830,5952,5734,5476,6180,6257,6334,6675,6899
대전광역시,시도내이동-시군구간 전출[명],명,9242.0,8733.0,9276.0,7526.0,6038.0,7026.0,8111.0,8719.0,8447.0,6091.0,6290.0,6794.0,7722,5929,5830,5952,5734,5476,6180,6257,6334,6675,6899
대전광역시,시도간전입[명],명,9018.0,7903.0,10718.0,9866.0,9655.0,9634.0,9065.0,9984.0,9783.0,7590.0,7817.0,8178.0,8844,8866,7774,8464,7975,7978,8659,8587,8480,7996,7477
대전광역시,시도간전출[명],명,7310.0,6681.0,8425.0,8007.0,7730.0,7715.0,8651.0,9966.0,10205.0,7640.0,8359.0,7995.0,7704,8260,7736,9567,9136,8311,9703,9895,9194,8533,8331
울산광역시,총전입[명],명,14296.0,11085.0,16571.0,15470.0,15051.0,14490.0,13354.0,16312.0,18859.0,11784.0,12368.0,14134.0,12222,12314,13381,13757,15058,11137,13415,12723,12339,13400,10509
울산광역시,총전출[명],명,13774.0,10767.0,15741.0,15061.0,14261.0,14103.0,13526.0,16536.0,18191.0,11788.0,12724.0,13718.0,11779,12103,13227,13484,15514,12210,14162,13788,13474,14144,11030
울산광역시,순이동[명],명,522.0,318.0,830.0,409.0,790.0,387.0,-172.0,-224.0,668.0,-4.0,-356.0,416.0,443,211,154,273,-456,-1073,-747,-1065,-1135,-744,-521
울산광역시,시도내이동-시군구내[명],명,4969.0,3537.0,6114.0,5141.0,4964.0,4756.0,4947.0,6030.0,6113.0,3571.0,4103.0,4779.0,3912,3968,4587,4317,6395,3586,4418,4188,4097,4496,3471
울산광역시,시도내이동-시군구간 전입[명],명,5034.0,3684.0,5461.0,5648.0,5259.0,4949.0,4209.0,5215.0,7495.0,4117.0,4165.0,5046.0,3937,3753,4435,4460,4306,3822,4674,4491,4156,4748,3476
울산광역시,시도내이동-시군구간 전출[명],명,5034.0,3684.0,5461.0,5648.0,5259.0,4949.0,4209.0,5215.0,7495.0,4117.0,4165.0,5046.0,3937,3753,4435,4460,4306,3822,4674,4491,4156,4748,3476
울산광역시,시도간전입[명],명,4293.0,3864.0,4996.0,4681.0,4828.0,4785.0,4198.0,5067.0,5251.0,4096.0,4100.0,4309.0,4373,4593,4359,4980,4357,3729,4323,4044,4086,4156,3562
울산광역시,시도간전출[명],명,3771.0,3546.0,4166.0,4272.0,4038.0,4398.0,4370.0,5291.0,4583.0,4100.0,4456.0,3893.0,3930,4382,4205,4707,4813,4802,5070,5109,5221,4900,4083
세종특별자치시,총전입[명],명,,,,,,,,,,,,,2495,2255,2838,8109,7097,5331,7436,7825,7787,8038,9763
세종특별자치시,총전출[명],명,,,,,,,,,,,,,1427,1482,1203,2590,2734,3630,4557,5368,6292,6216,7452
세종특별자치시,순이동[명],명,,,,,,,,,,,,,1068,773,1635,5519,4363,1701,2879,2457,1495,1822,2311
세종특별자치시,시도내이동-시군구내[명],명,,,,,,,,,,,,,511,410,271,1214,1097,1380,1892,2211,2652,3037,4246
세종특별자치시,시도내이동-시군구간 전입[명],명,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
세종특별자치시,시도내이동-시군구간 전출[명],명,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
세종특별자치시,시도간전입[명],명,,,,,,,,,,,,,1984,1845,2567,6895,6000,3951,5544,5614,5135,5001,5517
세종특별자치시,시도간전출[명],명,,,,,,,,,,,,,916,1072,932,1376,1637,2250,2665,3157,3640,3179,3206
